company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
Grupo SBF,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo SBF carreiras vagas dados engenharia de dados analytics,Grupo SBF careers data engineer analytics Brazil,auto-detect
Grupo Soma,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Soma carreiras vagas dados engenharia de dados analytics,Grupo Soma careers data engineer analytics Brazil,auto-detect
Hering,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Hering carreiras vagas dados engenharia de dados analytics,Hering careers data engineer analytics Brazil,auto-detect
Hortifruti Natural da Terra,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Hortifruti Natural da Terra carreiras vagas dados engenharia de dados analytics,Hortifruti Natural da Terra careers data engineer analytics Brazil,auto-detect
iCarros,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",iCarros carreiras vagas dados engenharia de dados analytics,iCarros careers data engineer analytics Brazil,auto-detect
iFood,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",iFood carreiras vagas dados engenharia de dados analytics,iFood careers data engineer analytics Brazil,auto-detect
JBS,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",JBS carreiras vagas dados engenharia de dados analytics,JBS careers data engineer analytics Brazil,auto-detect
Justo,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Justo carreiras vagas dados engenharia de dados analytics,Justo careers data engineer analytics Brazil,auto-detect
KaBuM!,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",KaBuM! carreiras vagas dados engenharia de dados analytics,KaBuM! careers data engineer analytics Brazil,auto-detect
Leroy Merlin Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Leroy Merlin Brasil carreiras vagas dados engenharia de dados analytics,Leroy Merlin Brasil careers data engineer analytics Brazil,auto-detect
Liv Up,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Liv Up carreiras vagas dados engenharia de dados analytics,Liv Up careers data engineer analytics Brazil,auto-detect
Lojas Quero-Quero,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Lojas Quero-Quero carreiras vagas dados engenharia de dados analytics,Lojas Quero-Quero careers data engineer analytics Brazil,auto-detect
Lojas Renner,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Lojas Renner carreiras vagas dados engenharia de dados analytics,Lojas Renner careers data engineer analytics Brazil,auto-detect
M. Dias Branco,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",M. Dias Branco carreiras vagas dados engenharia de dados analytics,M. Dias Branco careers data engineer analytics Brazil,auto-detect
MadeiraMadeira,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",MadeiraMadeira carreiras vagas dados engenharia de dados analytics,MadeiraMadeira careers data engineer analytics Brazil,auto-detect
Magazine Luiza,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Magazine Luiza carreiras vagas dados engenharia de dados analytics,Magazine Luiza careers data engineer analytics Brazil,auto-detect
Marfrig,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Marfrig carreiras vagas dados engenharia de dados analytics,Marfrig careers data engineer analytics Brazil,auto-detect
Mercado Livre Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Mercado Livre Brasil carreiras vagas dados engenharia de dados analytics,Mercado Livre Brasil careers data engineer analytics Brazil,auto-detect
Minerva Foods,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Minerva Foods carreiras vagas dados engenharia de dados analytics,Minerva Foods careers data engineer analytics Brazil,auto-detect
Mobly,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Mobly carreiras vagas dados engenharia de dados analytics,Mobly careers data engineer analytics Brazil,auto-detect
Natura,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Natura carreiras vagas dados engenharia de dados analytics,Natura careers data engineer analytics Brazil,auto-detect
Natura&Co,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Natura&Co carreiras vagas dados engenharia de dados analytics,Natura&Co careers data engineer analytics Brazil,auto-detect
Nespresso Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Nespresso Brasil carreiras vagas dados engenharia de dados analytics,Nespresso Brasil careers data engineer analytics Brazil,auto-detect
Netshoes,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Netshoes carreiras vagas dados engenharia de dados analytics,Netshoes careers data engineer analytics Brazil,auto-detect
Olist,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Olist carreiras vagas dados engenharia de dados analytics,Olist careers data engineer analytics Brazil,auto-detect
OLX Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",OLX Brasil carreiras vagas dados engenharia de dados analytics,OLX Brasil careers data engineer analytics Brazil,auto-detect
Petlove,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Petlove carreiras vagas dados engenharia de dados analytics,Petlove careers data engineer analytics Brazil,auto-detect
Petz,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Petz carreiras vagas dados engenharia de dados analytics,Petz careers data engineer analytics Brazil,auto-detect
Ponto,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Ponto carreiras vagas dados engenharia de dados analytics,Ponto careers data engineer analytics Brazil,auto-detect
Reserva,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Reserva carreiras vagas dados engenharia de dados analytics,Reserva careers data engineer analytics Brazil,auto-detect
Riachuelo,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Riachuelo carreiras vagas dados engenharia de dados analytics,Riachuelo careers data engineer analytics Brazil,auto-detect
Shoptime,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Shoptime carreiras vagas dados engenharia de dados analytics,Shoptime careers data engineer analytics Brazil,auto-detect
Shoulder,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Shoulder carreiras vagas dados engenharia de dados analytics,Shoulder careers data engineer analytics Brazil,auto-detect
Submarino,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Submarino carreiras vagas dados engenharia de dados analytics,Submarino careers data engineer analytics Brazil,auto-detect
Supermercados BH,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Supermercados BH carreiras vagas dados engenharia de dados analytics,Supermercados BH careers data engineer analytics Brazil,auto-detect
Telhanorte,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Telhanorte carreiras vagas dados engenharia de dados analytics,Telhanorte careers data engineer analytics Brazil,auto-detect
Track&Field,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Track&Field carreiras vagas dados engenharia de dados analytics,Track&Field careers data engineer analytics Brazil,auto-detect
Vivara,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Vivara carreiras vagas dados engenharia de dados analytics,Vivara careers data engineer analytics Brazil,auto-detect
Vulcabras,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Vulcabras carreiras vagas dados engenharia de dados analytics,Vulcabras careers data engineer analytics Brazil,auto-detect
Webmotors,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Webmotors carreiras vagas dados engenharia de dados analytics,Webmotors careers data engineer analytics Brazil,auto-detect
Westwing Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Westwing Brasil carreiras vagas dados engenharia de dados analytics,Westwing Brasil careers data engineer analytics Brazil,auto-detect
